"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"08/09/2024";"1200";"16,2";"93,0";"1012,8";"1,5";"180,0";"";"";"";"14,5";"0,0"
"08/09/2024";"1800";"19,3";"86,0";"1010,8";"2,1";"180,0";"";"";"";"";""
"09/09/2024";"0000";"17,8";"94,0";"1013,1";"2,6";"90,0";"";"1,60";"25,1";"";""
"09/09/2024";"1200";"21,7";"87,0";"1009,9";"1,5";"90,0";"10,0";"";"";"17,4";"0,0"
"09/09/2024";"1800";"24,5";"73,0";"1007,5";"2,1";"140,0";"10,0";"";"";"";""
"10/09/2024";"0000";"20,2";"86,0";"1006,3";"1,5";"140,0";"8,8";"0,40";"29,7";"";""
"10/09/2024";"1200";"21,1";"92,0";"1005,1";"0,0";"0,0";"";"";"";"18,4";"0,0"
"10/09/2024";"1800";"28,9";"64,0";"1001,6";"0,0";"0,0";"";"";"";"";""
"11/09/2024";"0000";"21,3";"86,0";"1002,8";"2,1";"140,0";"";"0,00";"31,5";"";""
"11/09/2024";"1200";"23,9";"71,0";"1003,0";"0,0";"0,0";"";"";"";"18,2";"0,0"
"11/09/2024";"1800";"24,3";"72,0";"1001,0";"";"";"";"";"";"";""
"12/09/2024";"0000";"17,5";"94,0";"1008,6";"1,5";"180,0";"";"0,00";"18,5";"";""
"12/09/2024";"1200";"17,7";"94,0";"1009,5";"3,6";"140,0";"10,0";"";"";"17,2";"0,2"
"12/09/2024";"1800";"17,0";"95,0";"1010,2";"2,1";"360,0";"10,0";"";"";"";""
"13/09/2024";"0000";"17,5";"93,0";"1007,0";"2,1";"140,0";"8,8";"0,00";"21,6";"";""
"13/09/2024";"1200";"18,4";"94,0";"1006,0";"0,0";"90,0";"10,0";"";"";"17,0";"1,9"
"13/09/2024";"1800";"20,8";"91,0";"1003,0";"2,1";"230,0";"10,0";"";"";"";""
"14/09/2024";"0000";"19,0";"96,0";"1005,4";"0,5";"140,0";"10,0";"3,20";"20,8";"";""
"14/09/2024";"1200";"18,0";"92,0";"1012,2";"2,6";"140,0";"10,0";"";"";"17,2";"26,0"
"14/09/2024";"1800";"19,4";"76,0";"1012,4";"3,1";"180,0";"6,3";"";"";"";""
"15/09/2024";"0000";"14,4";"80,0";"1017,0";"1,0";"180,0";"0,0";"1,60";"20,0";"";""
"15/09/2024";"1200";"15,6";"83,0";"1019,5";"2,6";"140,0";"10,0";"";"";"10,2";"0,4"
"15/09/2024";"1800";"19,2";"68,0";"1016,4";"3,1";"140,0";"10,0";"";"";"";""
"16/09/2024";"0000";"16,0";"79,0";"1017,6";"1,5";"140,0";"6,3";"4,30";"23,7";"";""
"16/09/2024";"1200";"16,1";"93,0";"1019,1";"2,1";"140,0";"10,0";"";"";"14,8";"0,0"
"16/09/2024";"1800";"22,5";"66,0";"1017,8";"3,1";"180,0";"7,5";"";"";"";""
"17/09/2024";"0000";"16,7";"93,0";"1018,7";"2,1";"140,0";"1,3";"8,70";"25,8";"";""
"17/09/2024";"1200";"15,7";"90,0";"1019,1";"1,5";"360,0";"10,0";"";"";"13,2";"0,0"
"17/09/2024";"1800";"25,5";"49,0";"1014,2";"3,1";"90,0";"1,3";"";"";"";""
"18/09/2024";"0000";"17,3";"86,0";"1015,1";"3,1";"140,0";"1,3";"10,00";"27,3";"";""
"18/09/2024";"1200";"20,9";"67,0";"1014,7";"2,6";"90,0";"2,5";"";"";"14,4";"0,0"
"18/09/2024";"1800";"26,5";"51,0";"1009,4";"0,0";"0,0";"6,3";"";"";"";""
"19/09/2024";"0000";"18,3";"82,0";"1009,1";"0,5";"140,0";"0,0";"6,30";"28,5";"";""
"19/09/2024";"1200";"22,1";"64,0";"1009,0";"0,0";"0,0";"5,0";"";"";"14,8";"0,0"
"19/09/2024";"1800";"28,1";"57,0";"1003,2";"2,1";"90,0";"10,0";"";"";"";""
"20/09/2024";"0000";"23,3";"76,0";"1000,4";"1,5";"360,0";"";"1,40";"24,6";"";""
"20/09/2024";"1200";"19,2";"92,0";"1005,2";"1,5";"270,0";"10,0";"";"";"18,8";"33,0"
"20/09/2024";"1800";"23,8";"66,0";"1006,6";"2,1";"270,0";"10,0";"";"";"";""
"21/09/2024";"0000";"21,0";"91,0";"1008,7";"0,5";"140,0";"7,5";"4,70";"26,8";"";""
"21/09/2024";"1200";"19,0";"94,0";"1011,0";"1,0";"230,0";"10,0";"";"";"19,0";"0,8"
"21/09/2024";"1800";"26,4";"65,0";"1007,9";"2,1";"140,0";"6,3";"";"";"";""
"22/09/2024";"0000";"20,0";"89,0";"957,0";"2,6";"90,0";"7,5";"7,60";"32,9";"";""
"22/09/2024";"1200";"19,6";"89,0";"1007,1";"0,5";"140,0";"7,5";"";"";"16,9";"0,0"
"22/09/2024";"1800";"32,5";"54,0";"1001,9";"1,5";"360,0";"";"";"";"";""
"23/09/2024";"0000";"24,6";"81,0";"1002,3";"0,0";"0,0";"";"0,00";"25,1";"";""
"23/09/2024";"1200";"21,9";"91,0";"1005,1";"3,6";"140,0";"";"";"";"21,8";"0,0"
"23/09/2024";"1800";"23,1";"76,0";"1008,0";"4,1";"180,0";"10,0";"";"";"";""
"24/09/2024";"0000";"20,5";"87,0";"1008,8";"3,6";"140,0";"10,0";"0,00";"24,9";"";""
"24/09/2024";"1200";"22,8";"77,0";"1004,0";"3,1";"50,0";"";"";"";"19,4";"23,1"
"24/09/2024";"1800";"22,2";"84,0";"1005,0";"3,1";"140,0";"10,0";"";"";"";""
"25/09/2024";"0000";"20,5";"92,0";"1005,8";"4,6";"180,0";"10,0";"0,00";"21,3";"";""
"25/09/2024";"1200";"20,5";"95,0";"1007,2";"4,6";"140,0";"10,0";"";"";"20,4";"20,9"
"25/09/2024";"1800";"20,9";"95,0";"1003,5";"2,6";"90,0";"10,0";"";"";"";""
"26/09/2024";"0000";"20,0";"96,0";"1007,0";"1,5";"140,0";"10,0";"0,00";"20,2";"";""
"26/09/2024";"1200";"19,8";"96,0";"1007,9";"3,6";"230,0";"10,0";"";"";"19,4";"44,4"
"26/09/2024";"1800";"18,6";"94,0";"1006,8";"2,1";"180,0";"10,0";"";"";"";""
"27/09/2024";"0000";"17,4";"98,0";"1008,6";"1,0";"180,0";"10,0";"8,00";"24,4";"";""
"27/09/2024";"1200";"19,0";"90,0";"1012,4";"1,5";"230,0";"7,5";"";"";"16,0";"32,4"
"27/09/2024";"1800";"24,0";"59,0";"1011,6";"3,1";"140,0";"7,5";"";"";"";""
"28/09/2024";"0000";"17,4";"92,0";"1013,4";"0,5";"140,0";"2,5";"9,10";"26,8";"";""
"28/09/2024";"1200";"18,6";"87,0";"1015,2";"1,5";"140,0";"3,8";"";"";"14,3";"0,3"
"28/09/2024";"1800";"26,1";"47,0";"1011,5";"2,1";"140,0";"2,5";"";"";"";""
"29/09/2024";"0000";"18,2";"81,0";"1012,0";"2,1";"140,0";"0,0";"10,40";"31,5";"";""
"29/09/2024";"1200";"21,0";"80,0";"1012,8";"0,0";"0,0";"0,0";"";"";"13,7";"0,0"
"29/09/2024";"1800";"30,9";"43,0";"1008,6";"2,1";"90,0";"0,0";"";"";"";""
"30/09/2024";"0000";"21,2";"73,0";"1008,2";"1,0";"140,0";"0,0";"10,10";"34,0";"";""
"30/09/2024";"1200";"23,2";"68,0";"1006,6";"0,0";"0,0";"0,0";"";"";"14,6";"0,0"
"30/09/2024";"1800";"33,2";"39,0";"1001,1";"2,1";"360,0";"5,0";"";"";"";""
"01/10/2024";"0000";"25,4";"73,0";"999,5";"0,5";"140,0";"0,0";"0,00";"27,0";"";""
"01/10/2024";"1200";"21,9";"85,0";"1004,7";"2,1";"140,0";"10,0";"";"";"21,0";"1,2"
"01/10/2024";"1800";"19,5";"94,0";"1004,2";"3,1";"140,0";"10,0";"";"";"";""
"02/10/2024";"0000";"19,1";"98,0";"1001,6";"0,0";"0,0";"10,0";"2,70";"21,5";"";""
"02/10/2024";"1200";"18,5";"89,0";"1006,8";"2,1";"180,0";"10,0";"";"";"18,0";"33,5"
"02/10/2024";"1800";"21,1";"66,0";"1007,8";"2,6";"180,0";"8,8";"";"";"";""
"03/10/2024";"0000";"16,8";"69,0";"1013,2";"2,1";"140,0";"8,8";"10,20";"20,4";"";""
"03/10/2024";"1200";"17,3";"64,0";"1018,4";"2,6";"180,0";"1,3";"";"";"12,8";"0,2"
"03/10/2024";"1800";"19,7";"54,0";"1016,4";"3,1";"180,0";"1,3";"";"";"";""
"04/10/2024";"0000";"13,6";"80,0";"1018,4";"1,5";"90,0";"0,0";"10,50";"23,7";"";""
"04/10/2024";"1200";"18,9";"66,0";"1018,7";"2,6";"140,0";"2,5";"";"";"10,3";"0,0"
"04/10/2024";"1800";"23,5";"41,0";"1015,8";"3,6";"140,0";"2,5";"";"";"";""
"05/10/2024";"0000";"17,0";"78,0";"1016,3";"2,6";"140,0";"0,0";"10,60";"26,8";"";""
"05/10/2024";"1200";"20,5";"65,0";"1014,6";"0,0";"0,0";"0,0";"";"";"13,6";"0,0"
"05/10/2024";"1800";"25,9";"55,0";"1011,8";"2,1";"180,0";"1,3";"";"";"";""
"06/10/2024";"0000";"18,4";"80,0";"1012,6";"1,0";"140,0";"2,5";"";"";"";""
"06/10/2024";"1200";"20,7";"82,0";"1013,4";"2,6";"140,0";"7,5";"";"";"15,3";"0,0"
"06/10/2024";"1800";"";"";"";"";"";"";"";"";"";""
